City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Date
542,Umtata,ZA,-31.59,28.78,60.8,82,90,14.99,overcast clouds,2020-11-01 14:32:12
543,Kavaratti,IN,10.57,72.64,82.65,69,0,3.29,clear sky,2020-11-01 14:33:49
544,Ardakan,IR,32.31,54.02,78.8,10,0,4.16,clear sky,2020-11-01 14:33:49
545,Gat,IL,31.61,34.76,78.01,72,47,13.27,scattered clouds,2020-11-01 14:33:01
546,Aksu,CN,41.12,80.26,44.62,50,22,2.77,few clouds,2020-11-01 14:30:50
547,Redcliffe,AU,-27.23,153.1,71.6,73,0,6.93,clear sky,2020-11-01 14:33:49
548,Sovetsk,RU,55.08,21.88,45.97,86,0,8.1,clear sky,2020-11-01 14:33:49
549,Alyangula,AU,-13.85,136.42,69.8,73,24,4.21,few clouds,2020-11-01 14:33:49
550,Neijiang,CN,29.58,105.06,59.09,69,100,1.45,overcast clouds,2020-11-01 14:33:49
551,Kapuskasing,CA,49.42,-82.43,32.0,98,100,10.29,light rain,2020-11-01 14:33:49
552,Lucea,JM,18.45,-78.17,84.0,83,75,9.17,broken clouds,2020-11-01 14:33:49
553,Cajabamba,PE,-7.62,-78.05,66.33,25,82,3.06,broken clouds,2020-11-01 14:33:49
554,Ziro,IN,27.63,93.83,77.0,88,20,2.24,mist,2020-11-01 14:33:49
555,Chandpur,IN,29.15,78.27,70.05,23,0,5.61,clear sky,2020-11-01 14:33:50
556,Jalu,LY,29.03,21.55,75.81,34,0,10.38,clear sky,2020-11-01 14:33:50
557,Cocorit,MX,27.58,-109.97,64.4,59,75,4.47,broken clouds,2020-11-01 14:33:50
558,Santa Cruz,BO,-17.8,-63.17,86.0,20,20,21.92,few clouds,2020-11-01 14:30:03
559,Nikki,BJ,9.94,3.21,92.28,24,97,5.86,overcast clouds,2020-11-01 14:33:50
560,Jensen Beach,US,27.25,-80.23,82.99,74,40,12.75,scattered clouds,2020-11-01 14:33:50
561,Petersburg,US,37.23,-77.4,52.0,87,90,9.8,light intensity drizzle,2020-11-01 14:30:45
562,Mamlyutka,KZ,54.94,68.54,35.94,84,100,14.25,overcast clouds,2020-11-01 14:33:50
563,Buraydah,SA,26.33,43.98,87.8,22,0,2.24,clear sky,2020-11-01 14:33:50
564,Sokna,NO,60.24,9.92,48.0,95,80,1.01,moderate rain,2020-11-01 14:33:50
565,Oriximina,BR,-1.77,-55.87,96.08,35,11,4.32,few clouds,2020-11-01 14:33:50
566,Wuda,CN,39.5,106.71,37.83,62,0,4.63,clear sky,2020-11-01 14:33:50
567,Dorado,PR,18.46,-66.27,86.0,70,75,13.87,broken clouds,2020-11-01 14:29:17
568,Batagay-Alyta,RU,67.8,130.41,-5.03,89,99,1.9,overcast clouds,2020-11-01 14:33:50
569,Rudbar,AF,30.15,62.6,56.35,32,0,2.68,clear sky,2020-11-01 14:33:50
570,Klaksvik,FO,62.23,-6.59,44.6,93,60,6.93,light rain,2020-11-01 14:30:20
571,Poltar,SK,48.43,19.79,48.2,76,90,1.12,overcast clouds,2020-11-01 14:33:50
572,Havoysund,NO,71.0,24.66,39.2,78,0,31.09,clear sky,2020-11-01 14:33:51
573,Cabadiangan,PH,9.75,122.47,77.11,88,100,7.85,overcast clouds,2020-11-01 14:33:51
574,Jiwani,PK,25.05,61.74,77.07,53,0,14.9,clear sky,2020-11-01 14:33:51
575,Yulara,AU,-25.24,130.99,84.2,16,6,14.99,clear sky,2020-11-01 14:33:51
576,Fukuma,JP,33.77,130.47,66.2,72,90,2.24,overcast clouds,2020-11-01 14:33:51
577,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,59,0,4.7,clear sky,2020-11-01 14:33:51
578,Batagay,RU,67.63,134.63,-12.1,88,99,4.12,overcast clouds,2020-11-01 14:33:51
579,Ambulu,ID,-8.35,113.61,76.78,87,45,3.38,scattered clouds,2020-11-01 14:33:51
580,Abilene,US,32.45,-99.73,50.0,87,1,6.93,clear sky,2020-11-01 14:33:51
581,Mahina,PF,-17.51,-149.49,75.2,83,14,2.24,few clouds,2020-11-01 14:33:51
582,Nome,US,64.5,-165.41,10.4,85,1,4.94,clear sky,2020-11-01 14:33:51
583,Fallon,US,39.47,-118.78,35.6,43,1,1.07,clear sky,2020-11-01 14:33:13
584,Vestmannaeyjar,IS,63.44,-20.27,39.2,80,0,20.8,clear sky,2020-11-01 14:33:51
585,Hajiganj,BD,23.25,90.86,74.55,95,100,4.88,overcast clouds,2020-11-01 14:33:52
586,Port Macquarie,AU,-31.43,152.92,64.0,68,69,1.99,broken clouds,2020-11-01 14:33:52
587,Suluq,LY,31.67,20.25,73.31,51,63,15.46,broken clouds,2020-11-01 14:33:52
588,Manggar,ID,-2.88,108.27,80.02,82,100,2.55,overcast clouds,2020-11-01 14:33:52
589,Fort Frances,CA,48.6,-93.4,21.2,62,75,13.87,broken clouds,2020-11-01 14:33:52
590,Tanggu,CN,39.02,117.65,46.4,49,19,4.12,few clouds,2020-11-01 14:33:52
591,Tsaratanana,MG,-16.78,47.65,84.78,25,19,1.86,few clouds,2020-11-01 14:33:52
592,Omsukchan,RU,62.53,155.8,10.76,92,3,5.91,clear sky,2020-11-01 14:33:52
593,Havelock,US,34.88,-76.9,72.0,80,91,5.99,overcast clouds,2020-11-01 14:33:52
594,Mananara,MG,-16.17,49.77,69.78,73,43,5.68,scattered clouds,2020-11-01 14:33:52
595,Almaznyy,RU,48.04,40.05,60.8,82,40,13.42,scattered clouds,2020-11-01 14:33:52
596,Portland,US,45.52,-122.68,44.01,93,1,3.0,clear sky,2020-11-01 14:33:01
597,Dubrovytsya,UA,51.57,26.57,44.94,85,29,5.37,scattered clouds,2020-11-01 14:33:52
598,Lambare,PY,-25.35,-57.61,82.4,45,0,5.82,clear sky,2020-11-01 14:33:52
599,Port Augusta,AU,-32.5,137.77,64.99,68,5,6.93,clear sky,2020-11-01 14:33:52
600,Nara,JP,34.69,135.8,62.01,60,83,3.67,broken clouds,2020-11-01 14:33:52
601,Broken Hill,AU,-31.95,141.43,62.6,55,0,5.82,clear sky,2020-11-01 14:33:52
602,Novominskaya,RU,46.32,38.96,59.7,76,82,10.71,moderate rain,2020-11-01 14:33:53
603,Sibolga,ID,1.74,98.78,77.43,81,100,2.8,moderate rain,2020-11-01 14:33:53
604,Kiunga,PG,-6.12,141.29,75.33,97,100,4.83,light rain,2020-11-01 14:33:53
605,Shonguy,RU,68.75,33.15,32.0,91,75,6.71,broken clouds,2020-11-01 14:33:53
606,Danjiangkou,CN,32.54,111.51,60.04,48,81,5.86,light rain,2020-11-01 14:33:53
607,Konya,TR,38.17,32.5,53.6,54,40,12.75,scattered clouds,2020-11-01 14:33:53
608,Elk Point,US,42.68,-96.68,33.01,70,92,8.01,overcast clouds,2020-11-01 14:33:53
609,Grindavik,IS,63.84,-22.43,41.0,86,20,13.87,few clouds,2020-11-01 14:33:53
610,Springbok,ZA,-29.66,17.89,83.41,16,0,20.04,clear sky,2020-11-01 14:33:53
611,Manado,ID,1.49,124.85,75.2,83,20,1.12,few clouds,2020-11-01 14:33:53
612,Jequitinhonha,BR,-16.43,-41.0,71.46,88,100,2.66,light rain,2020-11-01 14:33:53
613,Zeya,RU,53.75,127.27,23.11,88,100,10.02,overcast clouds,2020-11-01 14:33:53
614,Olinda,BR,-8.01,-34.86,86.0,66,40,10.29,scattered clouds,2020-11-01 14:33:53
615,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,83.25,69,98,13.69,overcast clouds,2020-11-01 14:33:53
616,Trinidad,BO,-14.83,-64.9,82.4,37,16,13.87,few clouds,2020-11-01 14:28:54
617,Erenhot,CN,43.65,111.98,28.67,81,29,10.07,scattered clouds,2020-11-01 14:32:11
618,Tazovskiy,RU,67.47,78.7,25.79,98,100,16.8,light snow,2020-11-01 14:33:54
619,Marsh Harbour,BS,26.54,-77.06,81.28,80,3,13.98,clear sky,2020-11-01 14:32:17
620,Cajamar,BR,-23.35,-46.88,60.8,77,75,9.17,light intensity drizzle,2020-11-01 14:33:54
621,Maceio,BR,-9.67,-35.74,89.6,59,75,5.82,broken clouds,2020-11-01 14:29:14
622,Ikalamavony,MG,-21.15,46.58,76.91,44,79,11.3,broken clouds,2020-11-01 14:33:54
623,Morgan City,US,29.7,-91.21,64.0,87,1,4.7,clear sky,2020-11-01 14:33:54
624,Port Blair,IN,11.67,92.75,81.25,79,2,2.53,moderate rain,2020-11-01 14:33:54
625,Odweyne,SO,9.41,45.06,76.95,36,20,21.77,few clouds,2020-11-01 14:33:54
626,Gizo,SB,-8.1,156.84,83.01,76,59,4.21,moderate rain,2020-11-01 14:33:54
627,Galle,LK,6.04,80.22,80.24,78,29,6.73,scattered clouds,2020-11-01 14:33:32
628,Lata,PT,40.16,-8.33,75.99,64,77,6.08,broken clouds,2020-11-01 14:33:54
629,Humaita,BR,-7.51,-63.02,85.55,65,99,3.0,overcast clouds,2020-11-01 14:33:54
630,Verkhoyansk,RU,67.54,133.38,-9.11,88,93,2.98,overcast clouds,2020-11-01 14:33:54
631,Jalingo,NG,8.88,11.37,95.36,22,3,5.39,clear sky,2020-11-01 14:33:54
632,Guerrero Negro,MX,27.98,-114.06,70.07,61,0,1.7,clear sky,2020-11-01 14:33:54
633,Burgeo,CA,47.62,-57.62,41.04,68,94,15.59,overcast clouds,2020-11-01 14:32:13
634,Santo Domingo,DO,18.5,-69.99,84.2,79,40,6.93,scattered clouds,2020-11-01 14:32:37
635,Orotukan,RU,62.27,151.7,13.03,93,100,0.67,overcast clouds,2020-11-01 14:33:54
636,Macapa,BR,0.04,-51.07,93.2,59,40,9.17,scattered clouds,2020-11-01 14:29:42
637,Husavik,IS,66.04,-17.34,37.4,86,90,16.11,overcast clouds,2020-11-01 14:33:55
638,Waverly,US,42.74,-84.62,37.4,69,90,20.8,overcast clouds,2020-11-01 14:33:55
639,Iquique,CL,-20.22,-70.14,64.4,68,0,11.41,clear sky,2020-11-01 14:30:43
640,Ternate,ID,0.8,127.4,81.66,78,92,6.38,light rain,2020-11-01 14:33:55
641,Olga,RU,43.74,135.29,44.94,72,99,5.55,overcast clouds,2020-11-01 14:33:55
642,Sainte-Anne,GP,16.23,-61.37,82.4,83,89,12.75,overcast clouds,2020-11-01 14:33:55
643,Pampa,US,35.54,-100.96,41.0,75,1,3.36,clear sky,2020-11-01 14:33:55
644,Mana,GF,5.66,-53.78,87.98,60,100,9.69,overcast clouds,2020-11-01 14:33:55
645,Ponyri,RU,52.32,36.3,48.2,100,90,13.42,moderate rain,2020-11-01 14:33:55
646,Bastrop,US,32.76,-91.87,54.0,93,1,6.93,clear sky,2020-11-01 14:33:55
647,Alim,PH,9.56,122.49,78.93,86,100,11.23,light rain,2020-11-01 14:33:55
648,Kachiry,KZ,53.07,76.1,40.28,67,92,9.91,overcast clouds,2020-11-01 14:33:55
649,Fairmont,US,39.49,-80.14,55.99,76,93,1.01,light rain,2020-11-01 14:32:57
650,Chateaubelair,VC,13.28,-61.25,78.8,94,75,12.75,shower rain,2020-11-01 14:33:55
651,Abashiri,JP,44.02,144.27,54.0,70,100,10.0,overcast clouds,2020-11-01 14:33:55
652,Isangel,VU,-19.55,169.27,75.4,82,13,13.47,few clouds,2020-11-01 14:33:56
653,Ormstown,CA,45.13,-74.0,39.99,58,100,4.7,overcast clouds,2020-11-01 14:33:56
654,Quatre Cocos,MU,-20.21,57.76,73.4,56,40,12.75,scattered clouds,2020-11-01 14:33:56
655,Whitehorse,CA,60.72,-135.05,6.8,77,90,6.93,light snow,2020-11-01 14:30:05
656,Tazmalt,DZ,36.39,4.4,69.8,73,20,5.82,few clouds,2020-11-01 14:33:56
657,Matinhos,BR,-25.82,-48.54,64.4,67,75,8.05,broken clouds,2020-11-01 14:33:56
658,Northam,GB,51.03,-4.22,62.01,95,98,15.99,light rain,2020-11-01 14:33:56
659,Omboue,GA,-1.57,9.26,75.36,94,100,8.08,light rain,2020-11-01 14:33:56
660,Acacias,CO,3.99,-73.76,71.53,88,100,2.33,moderate rain,2020-11-01 14:29:43
661,Gornyy,RU,55.12,83.91,31.78,98,99,16.28,overcast clouds,2020-11-01 14:33:56
662,Miura,JP,35.14,139.62,62.6,59,75,5.82,broken clouds,2020-11-01 14:33:56
663,Trat,TH,12.5,102.5,77.5,90,100,4.65,overcast clouds,2020-11-01 14:33:56
664,Mantua,IT,45.17,10.78,59.0,93,100,5.01,overcast clouds,2020-11-01 14:33:56
665,Lichuan,CN,30.3,108.85,47.64,96,100,2.55,overcast clouds,2020-11-01 14:33:56
666,Tezu,IN,27.92,96.17,70.61,80,69,2.51,broken clouds,2020-11-01 14:33:57
667,Apache Junction,US,33.42,-111.55,68.0,31,75,8.05,broken clouds,2020-11-01 14:32:35
668,Nemuro,JP,43.32,145.57,55.54,81,100,20.13,light rain,2020-11-01 14:32:26
669,Baculin,PH,7.45,126.58,79.74,76,100,6.87,light rain,2020-11-01 14:33:57
670,Fort Nelson,CA,58.81,-122.7,15.8,85,75,8.05,broken clouds,2020-11-01 14:30:05
671,Tabou,CI,4.42,-7.35,81.86,76,79,8.88,light rain,2020-11-01 14:33:57
672,Chulym,RU,55.1,80.96,35.87,87,100,15.59,overcast clouds,2020-11-01 14:33:57
673,Maniitsoq,GL,65.42,-52.9,22.01,97,100,8.32,light snow,2020-11-01 14:33:57
674,Candido Mendes,BR,-1.45,-45.72,91.71,47,73,6.67,broken clouds,2020-11-01 14:33:57
675,Pagudpud,PH,18.56,120.79,79.27,85,100,21.45,overcast clouds,2020-11-01 14:33:57
676,Altamira,BR,-3.2,-52.21,89.6,59,75,8.05,broken clouds,2020-11-01 14:30:32
677,Mount Isa,AU,-20.73,139.5,78.8,13,0,11.41,clear sky,2020-11-01 14:33:57
678,Puerto Escondido,MX,15.85,-97.07,83.46,55,79,1.03,broken clouds,2020-11-01 14:33:57
679,Salekhard,RU,66.53,66.6,28.29,96,0,13.78,clear sky,2020-11-01 14:33:57
680,Moshi,TZ,-3.35,37.33,87.8,33,40,11.41,scattered clouds,2020-11-01 14:33:57
681,Payson,US,40.04,-111.73,41.0,44,1,2.66,clear sky,2020-11-01 14:33:58
682,Road Town,VG,18.42,-64.62,86.0,66,40,13.87,scattered clouds,2020-11-01 14:33:58
683,Annonay,FR,45.24,4.67,71.6,72,0,5.82,clear sky,2020-11-01 14:33:58
684,Nynashamn,SE,58.9,17.95,52.0,70,100,23.26,overcast clouds,2020-11-01 14:33:58
685,Fez,MA,34.04,-5.0,82.4,24,0,6.93,clear sky,2020-11-01 14:31:44
686,Roma,US,43.21,-75.46,46.0,70,90,12.75,overcast clouds,2020-11-01 14:30:58
687,Swift Current,CA,50.28,-107.8,30.2,74,1,12.75,clear sky,2020-11-01 14:33:58
688,Greece,US,43.21,-77.69,50.0,66,90,17.22,light rain,2020-11-01 14:33:58
689,Cockburn Town,TC,21.46,-71.14,84.2,66,40,12.75,scattered clouds,2020-11-01 14:33:58
690,Gigmoto,PH,13.78,124.39,78.94,73,100,4.47,overcast clouds,2020-11-01 14:33:58
691,Otradnyy,RU,53.38,51.35,42.15,83,2,11.12,clear sky,2020-11-01 14:33:58
692,La Paz,BO,-16.5,-68.15,57.2,47,40,6.93,scattered clouds,2020-11-01 14:29:40
693,Sao Miguel Do Tapuio,BR,-5.5,-41.32,94.12,41,72,2.08,broken clouds,2020-11-01 14:33:58
694,Hazorasp,UZ,41.32,61.07,59.0,30,0,6.93,clear sky,2020-11-01 14:33:58
695,Kerchevskiy,RU,59.95,56.29,27.9,96,49,3.83,scattered clouds,2020-11-01 14:33:58
696,Maloy,NO,61.94,5.11,50.0,81,75,26.4,moderate rain,2020-11-01 14:33:59
697,Chapada Dos Guimaraes,BR,-15.46,-55.75,86.0,51,0,6.93,clear sky,2020-11-01 14:33:59
698,Whitefish,US,48.41,-114.34,28.99,92,1,0.76,clear sky,2020-11-01 14:33:59
699,Margate,GB,51.38,1.39,61.0,82,73,10.0,broken clouds,2020-11-01 14:33:59
700,Nola,IT,40.92,14.53,66.2,59,75,3.36,broken clouds,2020-11-01 14:33:59
701,Thunder Bay,CA,48.4,-89.32,26.6,58,75,21.92,broken clouds,2020-11-01 14:29:22
702,Ambilobe,MG,-13.2,49.05,77.45,71,38,3.47,light rain,2020-11-01 14:33:59
